name	variety	region	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec	tags	sources
Tomatoes		Vic	yes	yes	yes	yes	yes		yes	yes	yes	yes		yes	vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Tomatoes		WA	yes	yes	yes	yes	yes							yes	vegetable	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Tomatoes (cherry)		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Tomatoes (field)		Tas			yes		yes								vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Tomatoes (heirloom)		Tas	yes	yes	yes										vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Tomatoes (heritage)		Tas	yes	yes	yes	yes	yes					yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Tomatoes (large)		Tas	yes	yes	yes		yes	yes	yes	yes	yes	yes		yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Tomatoes (medium)		Tas	yes	yes											vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Tomatoes (roma)		Tas	yes	yes	yes										vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Tomatoes (snacking)		Tas	yes	yes	yes									yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Tomatoes (truss)		Tas	yes	yes	yes									yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Turnips		NSW				yes	yes	yes	yes	yes					vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Turnips		SA			yes	yes	yes	yes	yes	yes					vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Turnips		Tas	yes	yes	yes		yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Turnips		Vic						yes	yes	yes	yes	yes			vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Turnips		WA			yes	yes	yes	yes	yes	yes					vegetable	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Vanilla		NT						yes	yes	yes	yes				fruit	https://nt.gov.au/environment/home-gardens/growing-vegetables-at-home
Walnuts		SA						yes	yes	yes					nut	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Walnuts		Vic			yes		yes		yes	yes					nut	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Wasabi		Tas	yes	yes	yes	yes	yes	yes	yes	yes		yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Wasabi flowers		Tas						yes	yes	yes	be quick				vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Watercress		AU												yes	vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Watercress		NSW				yes						yes	yes	yes	vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Watercress		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Watercress		Tas	yes	yes	yes										vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Watermelons		SA	yes	yes	yes	yes	yes							yes	fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Watermelons		Tas		yes	yes	yes	be quick								fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Watermelons		WA	yes	yes							yes	yes	yes	yes	fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Witlof		AU						yes	yes	yes					vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Witlof		NSW			yes										vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Witlof		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Witlof		Vic										yes			vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Wombok		Tas	yes	yes	yes										vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Yams		Tas					yes	yes							vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Youngberries		NSW											yes		fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Youngberries		Vic	yes	yes											fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Zucchini		AU	yes	yes	yes	yes	yes							yes	vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Zucchini		NSW	yes	yes	yes							yes	yes	yes	vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Zucchini		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Zucchini		SA			yes	yes	yes	yes							vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Zucchini		Tas	yes	yes	yes	be quick						yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Zucchini		Vic	yes	yes	yes	yes	yes							yes	vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Zucchini		WA	yes	yes				yes	yes	yes	yes	yes	yes	yes	vegetable	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Zucchini flowers		NSW											yes		vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Zucchini flowers		SA									yes	yes	yes		vegetable	https://adelaidecentralmarket.com.au/in-season-spring/
